SKU,ds,P10,P30,P50,P70,P90
TECH_PHONE_001,2026-08-30,68,78,86,93,104
TECH_PHONE_001,2026-08-31,36,49,59,68,81
TECH_PHONE_001,2026-09-01,34,49,60,70,86
TECH_PHONE_001,2026-09-02,31,48,59,71,88
TECH_PHONE_001,2026-09-03,28,47,60,73,91
TECH_PHONE_001,2026-09-04,26,46,60,74,94
TECH_PHONE_001,2026-09-05,49,71,86,101,122
TECH_PHONE_001,2026-09-06,47,70,86,102,125
TECH_PHONE_001,2026-09-07,19,43,60,77,101
TECH_PHONE_001,2026-09-08,17,42,60,77,103
TECH_PHONE_001,2026-09-09,15,41,60,78,104
TECH_PHONE_001,2026-09-10,14,42,60,79,107
TECH_PHONE_001,2026-09-11,14,42,62,82,110
TECH_PHONE_002,2026-08-29,67,74,79,84,91
TECH_PHONE_002,2026-08-30,62,72,79,86,96
TECH_PHONE_002,2026-08-31,33,46,54,62,74
TECH_PHONE_002,2026-09-01,31,45,55,65,79
TECH_PHONE_002,2026-09-02,28,44,55,66,81
TECH_PHONE_002,2026-09-03,25,43,55,66,84
TECH_PHONE_002,2026-09-04,25,43,56,69,88
TECH_PHONE_002,2026-09-05,46,66,79,93,113
TECH_PHONE_002,2026-09-06,44,65,79,94,115
TECH_PHONE_002,2026-09-07,17,39,54,70,92
TECH_PHONE_002,2026-09-08,16,39,55,71,94
TECH_PHONE_002,2026-09-09,13,38,54,71,95
TECH_PHONE_002,2026-09-10,11,37,54,72,97
TECH_PHONE_002,2026-09-11,13,39,57,75,102
TECH_PHONE_003,2026-08-29,98,108,115,122,132
TECH_PHONE_003,2026-08-30,91,105,115,124,139
TECH_PHONE_003,2026-08-31,48,65,77,88,106
TECH_PHONE_003,2026-09-01,43,63,76,90,110
TECH_PHONE_003,2026-09-02,38,61,76,91,113
TECH_PHONE_003,2026-09-03,34,59,75,92,116
TECH_PHONE_003,2026-09-04,31,57,75,93,120
TECH_PHONE_003,2026-09-05,68,96,115,134,162
TECH_PHONE_003,2026-09-06,65,94,115,135,165
TECH_PHONE_003,2026-09-07,24,55,77,98,130
TECH_PHONE_003,2026-09-08,21,54,76,99,132
TECH_PHONE_003,2026-09-09,19,53,77,100,135
TECH_PHONE_003,2026-09-10,15,51,75,100,136
TECH_PHONE_003,2026-09-11,13,50,76,101,138
TECH_PHONE_004,2026-08-29,82,91,97,103,111
TECH_PHONE_004,2026-08-30,76,88,97,105,117
TECH_PHONE_004,2026-08-31,40,55,66,76,91
TECH_PHONE_004,2026-09-01,38,55,67,78,96
TECH_PHONE_004,2026-09-02,35,54,67,80,99
TECH_PHONE_004,2026-09-03,31,52,67,81,102
TECH_PHONE_004,2026-09-04,30,53,69,84,107
TECH_PHONE_004,2026-09-05,56,80,97,113,138
TECH_PHONE_004,2026-09-06,53,79,97,114,140
TECH_PHONE_004,2026-09-07,21,49,67,86,113
TECH_PHONE_004,2026-09-08,19,47,67,86,115
TECH_PHONE_004,2026-09-09,17,47,67,87,117
TECH_PHONE_004,2026-09-10,14,45,66,87,118
TECH_PHONE_004,2026-09-11,13,45,67,89,121
TECH_PHONE_005,2026-08-29,101,111,118,125,135
TECH_PHONE_005,2026-08-30,93,108,118,128,143
TECH_PHONE_005,2026-08-31,51,69,81,93,111
TECH_PHONE_005,2026-09-01,44,65,79,93,113
TECH_PHONE_005,2026-09-02,39,62,78,94,117
TECH_PHONE_005,2026-09-03,37,62,79,96,122
TECH_PHONE_005,2026-09-04,35,62,81,99,127
TECH_PHONE_005,2026-09-05,69,98,118,138,167
TECH_PHONE_005,2026-09-06,66,97,118,139,170
TECH_PHONE_005,2026-09-07,23,55,78,100,133
TECH_PHONE_005,2026-09-08,22,56,79,103,137
TECH_PHONE_005,2026-09-09,19,55,80,104,140
TECH_PHONE_005,2026-09-10,16,53,79,104,141
TECH_PHONE_005,2026-09-11,16,55,81,108,146
TECH_PHONE_006,2026-08-29,111,122,130,137,148
TECH_PHONE_006,2026-08-30,103,119,130,140,156
TECH_PHONE_006,2026-08-31,50,69,82,95,115
TECH_PHONE_006,2026-09-01,46,69,84,99,121
TECH_PHONE_006,2026-09-02,43,68,85,102,127
TECH_PHONE_006,2026-09-03,39,66,85,103,130
TECH_PHONE_006,2026-09-04,36,65,85,105,135
TECH_PHONE_006,2026-09-05,77,108,130,151,182
TECH_PHONE_006,2026-09-06,73,107,130,152,186
TECH_PHONE_006,2026-09-07,28,63,87,111,146
TECH_PHONE_006,2026-09-08,23,60,85,110,147
TECH_PHONE_006,2026-09-09,20,58,85,111,149
TECH_PHONE_006,2026-09-10,17,57,85,112,152
TECH_PHONE_006,2026-09-11,15,57,85,114,155
TECH_PHONE_007,2026-08-29,130,143,151,160,173
TECH_PHONE_007,2026-08-30,121,139,151,164,182
TECH_PHONE_007,2026-08-31,59,82,97,112,134
TECH_PHONE_007,2026-09-01,52,78,96,113,139
TECH_PHONE_007,2026-09-02,47,76,96,115,144
TECH_PHONE_007,2026-09-03,44,76,98,119,151
TECH_PHONE_007,2026-09-04,47,81,104,128,162
TECH_PHONE_007,2026-09-05,90,127,151,176,213
TECH_PHONE_007,2026-09-06,86,125,151,178,217
TECH_PHONE_007,2026-09-07,29,69,97,125,166
TECH_PHONE_007,2026-09-08,26,68,97,127,169
TECH_PHONE_007,2026-09-09,21,66,97,127,172
TECH_PHONE_007,2026-09-10,18,64,96,128,174
TECH_PHONE_007,2026-09-11,17,66,99,132,180
TECH_PHONE_008,2026-08-29,117,129,137,144,156
TECH_PHONE_008,2026-08-30,109,125,137,148,164
TECH_PHONE_008,2026-08-31,51,71,85,99,119
TECH_PHONE_008,2026-09-01,48,72,88,104,127
TECH_PHONE_008,2026-09-02,44,70,88,105,131
TECH_PHONE_008,2026-09-03,40,69,88,108,137
TECH_PHONE_008,2026-09-04,44,75,96,117,148
TECH_PHONE_008,2026-09-05,81,114,137,159,192
TECH_PHONE_008,2026-09-06,78,113,137,160,195
TECH_PHONE_008,2026-09-07,25,62,87,113,149
TECH_PHONE_008,2026-09-08,23,62,88,114,153
TECH_PHONE_008,2026-09-09,20,61,88,116,156
TECH_PHONE_008,2026-09-10,16,58,87,116,158
TECH_PHONE_008,2026-09-11,15,59,89,119,162
TECH_PHONE_009,2026-08-29,110,121,128,136,147
TECH_PHONE_009,2026-08-30,102,118,128,139,155
TECH_PHONE_009,2026-08-31,50,70,83,96,115
TECH_PHONE_009,2026-09-01,46,68,83,98,120
TECH_PHONE_009,2026-09-02,42,67,83,100,125
TECH_PHONE_009,2026-09-03,39,66,85,103,130
TECH_PHONE_009,2026-09-04,42,71,91,111,140
TECH_PHONE_009,2026-09-05,76,107,128,150,181
TECH_PHONE_009,2026-09-06,73,106,128,151,184
TECH_PHONE_009,2026-09-07,23,57,81,105,140
TECH_PHONE_009,2026-09-08,21,58,83,108,144
TECH_PHONE_009,2026-09-09,17,56,82,108,146
TECH_PHONE_009,2026-09-10,16,56,83,110,150
TECH_PHONE_009,2026-09-11,17,58,87,115,156
TECH_PHONE_010,2026-08-29,117,129,137,145,156
TECH_PHONE_010,2026-08-30,109,125,137,148,164
TECH_PHONE_010,2026-08-31,54,75,89,102,123
TECH_PHONE_010,2026-09-01,49,73,88,104,128
TECH_PHONE_010,2026-09-02,45,71,89,107,133
TECH_PHONE_010,2026-09-03,40,69,88,108,136
TECH_PHONE_010,2026-09-04,36,66,88,109,140
TECH_PHONE_010,2026-09-05,81,114,137,159,192
TECH_PHONE_010,2026-09-06,77,113,137,160,196
TECH_PHONE_010,2026-09-07,29,66,92,117,154
TECH_PHONE_010,2026-09-08,24,62,89,115,154
TECH_PHONE_010,2026-09-09,21,61,89,117,157
TECH_PHONE_010,2026-09-10,18,60,89,118,160
TECH_PHONE_010,2026-09-11,15,59,89,119,163
TECH_PHONE_011,2026-08-29,61,68,72,77,83
TECH_PHONE_011,2026-08-30,56,66,72,79,88
TECH_PHONE_011,2026-08-31,33,44,52,60,71
TECH_PHONE_011,2026-09-01,30,43,52,61,74
TECH_PHONE_011,2026-09-02,27,42,52,62,77
TECH_PHONE_011,2026-09-03,24,40,52,63,79
TECH_PHONE_011,2026-09-04,26,43,55,67,85
TECH_PHONE_011,2026-09-05,41,59,72,85,104
TECH_PHONE_011,2026-09-06,39,59,72,86,106
TECH_PHONE_011,2026-09-07,17,38,52,67,88
TECH_PHONE_011,2026-09-08,16,38,53,68,90
TECH_PHONE_011,2026-09-09,14,37,53,69,92
TECH_PHONE_011,2026-09-10,12,36,53,69,93
TECH_PHONE_011,2026-09-11,12,37,54,71,96
TECH_PHONE_012,2026-08-29,88,97,104,110,119
TECH_PHONE_012,2026-08-30,82,95,104,113,125
TECH_PHONE_012,2026-08-31,45,61,72,82,98
TECH_PHONE_012,2026-09-01,40,58,71,83,101
TECH_PHONE_012,2026-09-02,36,56,70,84,105
TECH_PHONE_012,2026-09-03,32,54,70,85,107
TECH_PHONE_012,2026-09-04,28,52,69,85,109
TECH_PHONE_012,2026-09-05,60,86,104,121,147
TECH_PHONE_012,2026-09-06,58,85,104,122,150
TECH_PHONE_012,2026-09-07,22,51,71,91,119
TECH_PHONE_012,2026-09-08,19,50,70,91,121
TECH_PHONE_012,2026-09-09,17,48,70,92,123
TECH_PHONE_012,2026-09-10,15,47,70,92,125
TECH_PHONE_012,2026-09-11,15,49,72,96,130
TECH_PHONE_013,2026-08-29,107,117,125,132,143
TECH_PHONE_013,2026-08-30,99,114,125,135,150
TECH_PHONE_013,2026-08-31,54,72,85,98,116
TECH_PHONE_013,2026-09-01,46,68,82,97,118
TECH_PHONE_013,2026-09-02,41,65,81,98,122
TECH_PHONE_013,2026-09-03,37,63,81,99,126
TECH_PHONE_013,2026-09-04,35,63,82,102,130
TECH_PHONE_013,2026-09-05,74,104,125,145,176
TECH_PHONE_013,2026-09-06,70,103,125,147,179
TECH_PHONE_013,2026-09-07,23,57,81,104,138
TECH_PHONE_013,2026-09-08,21,57,81,106,141
TECH_PHONE_013,2026-09-09,18,55,81,106,143
TECH_PHONE_013,2026-09-10,16,54,81,107,146
TECH_PHONE_013,2026-09-11,16,56,83,111,151
TECH_PHONE_014,2026-08-29,133,147,155,164,177
TECH_PHONE_014,2026-08-30,124,143,155,168,186
TECH_PHONE_014,2026-08-31,58,81,96,112,134
TECH_PHONE_014,2026-09-01,53,79,97,115,141
TECH_PHONE_014,2026-09-02,49,78,98,118,147
TECH_PHONE_014,2026-09-03,42,74,96,118,149
TECH_PHONE_014,2026-09-04,43,77,101,124,159
TECH_PHONE_014,2026-09-05,93,130,155,181,218
TECH_PHONE_014,2026-09-06,90,129,155,182,221
TECH_PHONE_014,2026-09-07,29,70,98,126,168
TECH_PHONE_014,2026-09-08,26,69,99,128,172
TECH_PHONE_014,2026-09-09,23,68,99,130,175
TECH_PHONE_014,2026-09-10,19,66,98,131,178
TECH_PHONE_014,2026-09-11,16,65,98,132,180
TECH_PHONE_015,2026-08-29,137,150,160,169,182
TECH_PHONE_015,2026-08-30,128,147,160,172,191
TECH_PHONE_015,2026-08-31,60,83,99,114,138
TECH_PHONE_015,2026-09-01,56,83,101,120,146
TECH_PHONE_015,2026-09-02,50,80,100,121,151
TECH_PHONE_015,2026-09-03,45,78,100,123,156
TECH_PHONE_015,2026-09-04,43,78,102,127,162
TECH_PHONE_015,2026-09-05,96,134,160,185,223
TECH_PHONE_015,2026-09-06,92,132,160,187,227
TECH_PHONE_015,2026-09-07,29,71,100,129,172
TECH_PHONE_015,2026-09-08,26,70,101,131,176
TECH_PHONE_015,2026-09-09,22,68,100,132,178
TECH_PHONE_015,2026-09-10,19,67,100,133,182
TECH_PHONE_015,2026-09-11,17,67,102,136,186
TECH_PHONE_016,2026-08-29,64,71,75,80,87
TECH_PHONE_016,2026-08-30,59,69,75,82,92
TECH_PHONE_016,2026-08-31,35,47,55,63,75
TECH_PHONE_016,2026-09-01,31,45,54,63,77
TECH_PHONE_016,2026-09-02,28,43,54,64,80
TECH_PHONE_016,2026-09-03,25,41,53,64,81
TECH_PHONE_016,2026-09-04,23,41,54,66,84
TECH_PHONE_016,2026-09-05,43,62,75,89,108
TECH_PHONE_016,2026-09-06,41,61,75,89,110
TECH_PHONE_016,2026-09-07,17,39,54,69,90
TECH_PHONE_016,2026-09-08,16,39,54,70,92
TECH_PHONE_016,2026-09-09,14,38,54,70,94
TECH_PHONE_016,2026-09-10,12,37,54,71,96
TECH_PHONE_016,2026-09-11,11,37,54,72,97
TECH_PHONE_017,2026-08-29,84,93,99,105,114
TECH_PHONE_017,2026-08-30,78,90,99,108,120
TECH_PHONE_017,2026-08-31,41,56,67,77,92
TECH_PHONE_017,2026-09-01,39,56,68,80,98
TECH_PHONE_017,2026-09-02,34,54,68,81,101
TECH_PHONE_017,2026-09-03,32,54,69,84,105
TECH_PHONE_017,2026-09-04,32,55,71,87,111
TECH_PHONE_017,2026-09-05,57,82,99,116,141
TECH_PHONE_017,2026-09-06,54,81,99,117,144
TECH_PHONE_017,2026-09-07,21,49,68,87,115
TECH_PHONE_017,2026-09-08,19,49,69,89,118
TECH_PHONE_017,2026-09-09,17,48,68,89,120
TECH_PHONE_017,2026-09-10,14,46,68,89,121
TECH_PHONE_017,2026-09-11,16,49,72,95,128
TECH_PHONE_018,2026-08-29,107,118,126,133,144
TECH_PHONE_018,2026-08-30,100,115,126,136,152
TECH_PHONE_018,2026-08-31,51,70,83,96,115
TECH_PHONE_018,2026-09-01,48,70,85,100,122
TECH_PHONE_018,2026-09-02,43,68,84,101,125
TECH_PHONE_018,2026-09-03,39,66,84,102,129
TECH_PHONE_018,2026-09-04,35,64,84,104,133
TECH_PHONE_018,2026-09-05,74,105,126,147,178
TECH_PHONE_018,2026-09-06,71,103,126,148,181
TECH_PHONE_018,2026-09-07,25,59,83,106,141
TECH_PHONE_018,2026-09-08,24,60,85,110,146
TECH_PHONE_018,2026-09-09,20,58,84,110,147
TECH_PHONE_018,2026-09-10,17,57,84,111,150
TECH_PHONE_018,2026-09-11,14,55,83,111,152
TECH_PHONE_019,2026-08-29,106,117,124,132,142
TECH_PHONE_019,2026-08-30,99,114,124,135,150
TECH_PHONE_019,2026-08-31,50,69,81,94,112
TECH_PHONE_019,2026-09-01,45,67,81,96,117
TECH_PHONE_019,2026-09-02,41,64,81,97,121
TECH_PHONE_019,2026-09-03,37,63,81,98,124
TECH_PHONE_019,2026-09-04,33,61,80,100,128
TECH_PHONE_019,2026-09-05,74,104,124,145,175
TECH_PHONE_019,2026-09-06,71,102,124,146,178
TECH_PHONE_019,2026-09-07,25,59,82,105,139
TECH_PHONE_019,2026-09-08,21,57,81,105,140
TECH_PHONE_019,2026-09-09,19,56,81,106,143
TECH_PHONE_019,2026-09-10,17,55,81,108,146
TECH_PHONE_019,2026-09-11,13,52,80,107,147
TECH_PHONE_020,2026-08-29,109,120,128,135,146
TECH_PHONE_020,2026-08-30,101,117,128,138,154
TECH_PHONE_020,2026-08-31,50,69,83,96,115
TECH_PHONE_020,2026-09-01,47,69,84,99,121
TECH_PHONE_020,2026-09-02,42,67,84,101,125
TECH_PHONE_020,2026-09-03,37,64,83,101,128
TECH_PHONE_020,2026-09-04,36,65,85,105,134
TECH_PHONE_020,2026-09-05,75,106,128,149,180
TECH_PHONE_020,2026-09-06,72,105,128,150,183
TECH_PHONE_020,2026-09-07,27,61,85,109,144
TECH_PHONE_020,2026-09-08,24,61,86,111,147
TECH_PHONE_020,2026-09-09,20,58,84,110,148
TECH_PHONE_020,2026-09-10,17,57,84,111,151
TECH_PHONE_020,2026-09-11,18,59,87,116,157
TECH_PHONE_021,2026-08-29,86,95,101,107,116
TECH_PHONE_021,2026-08-30,80,92,101,109,122
TECH_PHONE_021,2026-08-31,43,58,69,79,95
TECH_PHONE_021,2026-09-01,38,56,68,80,98
TECH_PHONE_021,2026-09-02,34,54,67,81,101
TECH_PHONE_021,2026-09-03,31,53,68,83,105
TECH_PHONE_021,2026-09-04,29,52,68,84,108
TECH_PHONE_021,2026-09-05,58,83,101,118,143
TECH_PHONE_021,2026-09-06,56,82,101,119,145
TECH_PHONE_021,2026-09-07,23,51,70,89,117
TECH_PHONE_021,2026-09-08,20,49,69,89,119
TECH_PHONE_021,2026-09-09,16,47,68,89,120
TECH_PHONE_021,2026-09-10,15,47,69,91,123
TECH_PHONE_021,2026-09-11,13,46,68,91,124
TECH_PHONE_022,2026-08-29,131,144,153,162,175
TECH_PHONE_022,2026-08-30,121,140,153,166,184
TECH_PHONE_022,2026-08-31,61,84,99,115,138
TECH_PHONE_022,2026-09-01,55,82,100,118,144
TECH_PHONE_022,2026-09-02,50,79,99,120,149
TECH_PHONE_022,2026-09-03,46,79,101,123,155
TECH_PHONE_022,2026-09-04,48,83,107,131,166
TECH_PHONE_022,2026-09-05,90,127,153,178,216
TECH_PHONE_022,2026-09-06,86,126,153,180,220
TECH_PHONE_022,2026-09-07,29,71,100,128,170
TECH_PHONE_022,2026-09-08,27,70,100,130,174
TECH_PHONE_022,2026-09-09,23,69,100,131,177
TECH_PHONE_022,2026-09-10,19,67,100,132,180
TECH_PHONE_022,2026-09-11,22,71,105,139,188
TECH_PHONE_023,2026-08-29,61,68,72,77,83
TECH_PHONE_023,2026-08-30,57,66,72,79,88
TECH_PHONE_023,2026-08-31,32,44,51,59,71
TECH_PHONE_023,2026-09-01,29,43,52,61,74
TECH_PHONE_023,2026-09-02,27,42,52,62,77
TECH_PHONE_023,2026-09-03,25,41,52,63,79
TECH_PHONE_023,2026-09-04,24,41,53,65,83
TECH_PHONE_023,2026-09-05,41,60,72,85,104
TECH_PHONE_023,2026-09-06,39,59,72,86,106
TECH_PHONE_023,2026-09-07,17,38,52,66,87
TECH_PHONE_023,2026-09-08,15,37,52,67,89
TECH_PHONE_023,2026-09-09,13,36,52,67,90
TECH_PHONE_023,2026-09-10,12,36,52,68,92
TECH_PHONE_023,2026-09-11,11,36,53,69,94
TECH_PHONE_024,2026-08-29,98,108,115,122,132
TECH_PHONE_024,2026-08-30,91,105,115,125,139
TECH_PHONE_024,2026-08-31,47,65,77,89,106
TECH_PHONE_024,2026-09-01,43,64,77,91,111
TECH_PHONE_024,2026-09-02,39,62,77,93,115
TECH_PHONE_024,2026-09-03,36,61,78,95,119
TECH_PHONE_024,2026-09-04,34,61,79,97,124
TECH_PHONE_024,2026-09-05,67,96,115,134,163
TECH_PHONE_024,2026-09-06,64,94,115,136,166
TECH_PHONE_024,2026-09-07,23,55,77,98,130
TECH_PHONE_024,2026-09-08,22,56,79,101,135
TECH_PHONE_024,2026-09-09,18,53,77,101,136
TECH_PHONE_024,2026-09-10,16,52,77,101,138
TECH_PHONE_024,2026-09-11,14,52,78,104,141
TECH_PHONE_025,2026-08-29,87,96,102,108,117
TECH_PHONE_025,2026-08-30,80,93,102,111,123
TECH_PHONE_025,2026-08-31,45,60,71,82,97
TECH_PHONE_025,2026-09-01,39,57,70,82,100
TECH_PHONE_025,2026-09-02,36,56,70,84,104
TECH_PHONE_025,2026-09-03,32,54,69,84,106
TECH_PHONE_025,2026-09-04,29,53,69,86,110
TECH_PHONE_025,2026-09-05,59,84,102,119,145
TECH_PHONE_025,2026-09-06,56,83,102,120,147
TECH_PHONE_025,2026-09-07,22,51,71,90,119
TECH_PHONE_025,2026-09-08,19,49,69,90,120
TECH_PHONE_025,2026-09-09,17,48,70,91,122
TECH_PHONE_025,2026-09-10,15,47,70,92,124
TECH_PHONE_025,2026-09-11,16,50,73,96,130
TECH_PHONE_026,2026-08-29,83,91,97,103,111
TECH_PHONE_026,2026-08-30,77,89,97,105,117
TECH_PHONE_026,2026-08-31,40,54,65,75,89
TECH_PHONE_026,2026-09-01,37,54,66,77,94
TECH_PHONE_026,2026-09-02,32,51,64,77,96
TECH_PHONE_026,2026-09-03,30,51,65,79,100
TECH_PHONE_026,2026-09-04,30,52,68,83,105
TECH_PHONE_026,2026-09-05,56,80,97,113,137
TECH_PHONE_026,2026-09-06,54,79,97,114,140
TECH_PHONE_026,2026-09-07,19,45,64,82,109
TECH_PHONE_026,2026-09-08,19,47,66,85,113
TECH_PHONE_026,2026-09-09,16,45,65,86,115
TECH_PHONE_026,2026-09-10,14,44,65,86,117
TECH_PHONE_026,2026-09-11,12,44,66,87,119
TECH_PHONE_027,2026-08-29,112,123,131,138,150
TECH_PHONE_027,2026-08-30,104,120,131,142,158
TECH_PHONE_027,2026-08-31,54,73,87,100,120
TECH_PHONE_027,2026-09-01,49,71,87,102,125
TECH_PHONE_027,2026-09-02,43,68,86,103,128
TECH_PHONE_027,2026-09-03,39,67,86,105,133
TECH_PHONE_027,2026-09-04,37,67,87,108,138
TECH_PHONE_027,2026-09-05,77,109,131,153,185
TECH_PHONE_027,2026-09-06,73,107,131,154,188
TECH_PHONE_027,2026-09-07,28,64,88,113,148
TECH_PHONE_027,2026-09-08,23,60,86,112,149
TECH_PHONE_027,2026-09-09,20,59,86,112,152
TECH_PHONE_027,2026-09-10,18,59,87,115,156
TECH_PHONE_027,2026-09-11,17,59,88,117,159
TECH_PHONE_028,2026-08-29,72,79,85,90,97
TECH_PHONE_028,2026-08-30,66,77,85,92,103
TECH_PHONE_028,2026-08-31,39,52,61,70,83
TECH_PHONE_028,2026-09-01,34,49,60,70,85
TECH_PHONE_028,2026-09-02,31,48,60,71,88
TECH_PHONE_028,2026-09-03,29,48,60,73,92
TECH_PHONE_028,2026-09-04,26,46,60,74,94
TECH_PHONE_028,2026-09-05,48,70,85,99,121
TECH_PHONE_028,2026-09-06,46,69,85,100,123
TECH_PHONE_028,2026-09-07,19,44,60,77,101
TECH_PHONE_028,2026-09-08,17,42,60,77,102
TECH_PHONE_028,2026-09-09,16,42,60,78,105
TECH_PHONE_028,2026-09-10,13,41,59,78,106
TECH_PHONE_028,2026-09-11,12,41,60,80,108
TECH_PHONE_029,2026-08-29,69,76,81,86,93
TECH_PHONE_029,2026-08-30,64,74,81,88,98
TECH_PHONE_029,2026-08-31,34,47,55,64,76
TECH_PHONE_029,2026-09-01,32,46,56,66,81
TECH_PHONE_029,2026-09-02,29,46,57,68,84
TECH_PHONE_029,2026-09-03,27,45,57,69,87
TECH_PHONE_029,2026-09-04,25,44,57,70,90
TECH_PHONE_029,2026-09-05,47,67,81,95,116
TECH_PHONE_029,2026-09-06,44,66,81,96,118
TECH_PHONE_029,2026-09-07,18,41,57,73,96
TECH_PHONE_029,2026-09-08,16,40,57,73,97
TECH_PHONE_029,2026-09-09,14,39,57,74,99
TECH_PHONE_029,2026-09-10,13,39,57,74,101
TECH_PHONE_029,2026-09-11,11,38,57,75,102
TECH_PHONE_030,2026-08-29,112,123,131,138,150
TECH_PHONE_030,2026-08-30,104,120,131,142,158
TECH_PHONE_030,2026-08-31,54,74,87,101,121
TECH_PHONE_030,2026-09-01,48,71,87,102,125
TECH_PHONE_030,2026-09-02,44,70,87,105,130
TECH_PHONE_030,2026-09-03,39,67,86,105,133
TECH_PHONE_030,2026-09-04,36,66,86,107,137
TECH_PHONE_030,2026-09-05,76,109,131,153,185
TECH_PHONE_030,2026-09-06,73,107,131,154,188
TECH_PHONE_030,2026-09-07,27,63,88,112,148
TECH_PHONE_030,2026-09-08,24,61,87,113,151
TECH_PHONE_030,2026-09-09,21,60,87,114,153
TECH_PHONE_030,2026-09-10,19,61,89,117,158
TECH_PHONE_030,2026-09-11,19,61,90,120,162
